acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-4.12,-3.29,1.92,-0.3,-0.14,-0.46,JOG
-0.23,-3.74,1.53,-0.06,0.12,-0.26,JOG
-4.1,-0.55,1.63,0.32,-0.81,-0.83,JOG
-14.3,8.32,-0.54,1.07,-1.93,-1.97,JOG
-21.41,12.25,-2.2,0.99,-1.44,-1.49,JOG
-12.48,10.17,-5.67,1.7,-0.01,-0.75,JOG
-2.59,8.55,-4.77,0.39,-0.57,-0.26,JOG
-1.55,5.6,-4.22,-0.11,0.19,0.61,JOG
-1.49,5.03,-3.86,-0.63,1.06,1.37,JOG
-6.24,11.2,-6.01,-0.87,2.46,1.23,JOG
-19.77,12.39,-10.03,-1.53,-0.04,1.65,JOG
-14.86,7.28,-2.3,-1.46,0.9,1.24,JOG
-4.28,0.96,-0.91,-0.58,1.35,0.34,JOG
-3.01,-3.73,0.37,-0.61,0.38,0.25,JOG
0.9,-5.68,2.23,-0.99,-0.77,0.27,JOG
-1.15,-2.88,3.82,0.04,-0.7,-1.08,JOG
-17.31,8,-1.36,0.8,-1.6,-2.52,JOG
-16.14,14.59,-2.28,0.79,-1.04,-1.54,JOG
-15.16,12.24,-2.41,1.02,-1.69,-1.05,JOG
-2.81,9.79,-2.38,1.42,-0.03,-0.46,JOG
-2.46,5.15,-4.88,1.13,0.37,0.08,JOG
0.56,5.13,-4.13,-0.02,1.34,1.01,JOG
-3.87,7.2,-6.29,-0.68,1.29,1.62,JOG
-15.12,15.03,-10.35,-1.35,1.25,1.17,JOG
-19.85,10.7,-4.58,-2.13,0.75,1.51,JOG
-5.98,4.28,-0.19,-0.65,1.54,0.8,JOG
-2.78,-0.94,0.36,-0.47,1.01,-0.32,JOG
-1.52,-4.19,1.02,-0.77,-0.24,-0.03,JOG
0.16,-3.62,3.73,-0.22,-0.84,-0.41,JOG
-4.95,2.88,2.47,0.84,-0.54,-1.66,JOG
-22.76,10.63,-3.5,1.53,-1.6,-2.23,JOG
-16.09,12.73,-6.28,1.36,-1.22,-1.66,JOG
-9.07,10.31,-4.45,0.66,-1.16,-0.79,JOG
-2.39,8.45,-3.99,0.66,-0.75,-0.62,JOG
-3.47,5.7,-5.38,0.04,0.51,0.43,JOG
-2.72,5.52,-5.54,-0.66,1.13,1.4,JOG
-8.32,12.49,-7.69,-1.13,2.06,1.39,JOG
-16.55,12.37,-7.26,-2.35,0.65,2.21,JOG
-11.67,7.24,-1.58,-1.49,1.28,1.38,JOG
-3.08,1.3,0.04,-0.56,1.7,0.19,JOG
-2.64,-2.51,0.96,-0.47,0.43,-0.22,JOG
-2.41,-4.18,2.53,-0.34,-0.01,0.04,JOG
-2.93,-1.39,2.04,0.35,-0.81,-0.57,JOG
-9.3,7.18,1.03,0.88,-2.32,-1.99,JOG
-20.82,12.77,-2.85,1.5,-1.59,-1.91,JOG
-14.77,11.85,-5.15,1.8,-1.19,-1.56,JOG
-2.88,9.35,-5.16,1.18,-0.33,-0.7,JOG
-2.85,6.08,-4.73,0.69,-0.54,-0.31,JOG
-0.8,4.92,-5.36,-0.11,1.57,0.53,JOG
-4.15,5.13,-5.64,-1.26,1.82,1.23,JOG
-8.75,14.79,-7.83,-0.69,2.08,0.49,JOG
-16.45,9.88,-8.63,-1.74,2.15,1.55,JOG
-11.23,6,-5.87,-1.39,-0.05,0.8,JOG
-5.28,2.06,0.2,-0.78,0.66,0.2,JOG
-2.7,-2.36,0.44,-0.34,-0.05,0.22,JOG
0.3,-4.99,3.68,-0.3,-0.18,0.51,JOG
2.4,-2.59,2.08,0.71,-0.38,-0.71,JOG
-13.15,8.11,-1.59,0.78,-3.3,-2.12,JOG
-22.36,14.28,-5.02,1.44,-1.39,-1.3,JOG
-13.8,12.1,-6.21,1.21,-1.65,-0.66,JOG
-3.03,8.88,-3.03,1.25,-0.83,-0.42,JOG
-2.94,4.83,-6.26,1.08,0.16,0.03,JOG
0.32,3.79,-6.38,-0.45,0.38,0.8,JOG
-8.6,5.93,-1.65,-0.16,0.42,-0.03,JOG
-9.27,6.47,-1.81,-0.44,0.31,0.42,JOG
-11.83,6.99,-1.84,-0.64,0.32,0.6,JOG
-14.1,7.61,-1.39,-0.46,0.9,1.09,JOG
-15.09,6.95,-3.93,-0.86,0.85,1.74,JOG
-14.48,6.28,-1.52,-1.39,0.31,1.9,JOG
-8.84,4.08,0.06,-1.02,0.24,1.52,JOG
-4.42,1.16,0.95,-0.72,0.5,0.38,JOG
-5.82,-1.76,2.02,0.17,0.09,0.01,JOG
-0.02,-3.41,0.47,0.18,0.57,0.48,JOG
-2.91,-1.06,1.14,-0.18,-1.24,-0.17,JOG
-6.16,6.6,3.16,0.21,-0.96,-1.78,JOG
-19.77,11.01,0.2,0.94,-1.46,-2.42,JOG
-12.75,10.8,-2.37,1.3,0.02,-1.86,JOG
-4.78,10.29,-5.54,0.6,0.46,-0.71,JOG
-4.39,8.06,-4.19,0.57,0.32,0.12,JOG
-4.18,5.54,-3.81,-0.51,1.74,1.68,JOG
-5.26,8,-3.74,-0.97,1.96,2.37,JOG
-20.37,14.2,-7.19,-1.61,0.19,1.83,JOG
-17.54,7.44,0.08,-2.14,0.52,1.82,JOG
-4.26,1.34,-0.74,-0.79,1.7,0.55,JOG
-3.49,-2.84,1.75,-0.84,0.29,-0.17,JOG
-0.93,-4.47,1.98,-0.53,-0.16,0.11,JOG
1.33,-2.99,3.12,0.34,-0.42,-0.44,JOG
-6.81,3.29,1.78,0.97,-0.5,-1.6,JOG
-24.9,11.18,-3.79,0.58,-2.31,-1.8,JOG
-16.5,13.2,0.99,0.64,-1.66,-1.67,JOG
-7.84,10.61,-3.64,1.44,0.7,-0.89,JOG
-1.71,8.54,-4.56,0.92,0.09,-0.55,JOG
-1.6,5.37,-5.62,-0.48,0.7,0.71,JOG
-3.02,6.3,-3.59,-1.14,1.04,1.75,JOG
-10.2,15.35,-7.18,-1.42,1.63,1.11,JOG
-23.31,11.22,-4.08,-2.56,0.29,2.09,JOG
-10.15,4.66,0.64,-1.26,1.2,1.38,JOG
-3.45,-1.35,0.52,-0.91,1.31,0.25,JOG
-2.12,-4.54,2.05,-0.44,0.04,0.22,JOG
0.44,-4.73,2.91,0.16,0.03,-0.02,JOG
-4.27,0.15,2.22,0.71,-0.67,-0.96,JOG
-16.85,10.11,-0.94,1.36,-1.96,-2.18,JOG
-18.91,14.12,-0.04,0.82,-2.19,-2.06,JOG
-13.07,10.99,-1.4,2.01,-0.5,-1.48,JOG
-2.22,7.85,-5.03,1.4,-0.34,-0.85,JOG
-0.49,4.48,-4.42,0.25,-0.72,-0.07,JOG
-0.9,4.99,-3.73,-0.23,0.54,0.51,JOG
-3.43,8.48,-5.19,-0.5,2.14,1.37,JOG
-20.96,17.02,-10,-1.56,-0.28,1.43,JOG
-20.27,11.36,-0.65,-1.94,1.1,2.12,JOG
-8.59,3.41,-0.83,-0.83,1.58,0.95,JOG
-3.86,-2.34,1.51,-0.72,0.86,0.14,JOG
-1.84,-4.62,1.77,-0.53,0.25,0.22,JOG
-0.37,-3.5,2.97,0.12,-0.39,-0.21,JOG
-6,2.27,1.51,0.7,-0.58,-1.06,JOG
-19.58,11.28,-2.2,0.5,-2.39,-1.51,JOG
-13.4,13.97,1.23,0.9,-1.8,-1.97,JOG
-8.44,10.57,-1.94,2.29,0.74,-1.42,JOG
-2.87,7.27,-5.81,1.32,-0.27,-0.67,JOG
-2.96,5.29,-5,-0.59,0.15,0.49,JOG
-2.94,6.25,-2.89,-0.92,0.49,1.34,JOG
-10.21,13.5,-6.64,-1.22,2.28,1.36,JOG
-20.03,12.15,-4.75,-2.39,-0.81,1.83,JOG
-9.85,6.95,1.2,-1.12,1.45,1.1,JOG
-3.42,1.2,-0.06,0.14,1.97,-0.22,JOG
-3.65,-2.32,-0.48,0.1,0.79,-0.51,JOG
-2.85,-3.13,0.62,-0.5,-0.03,0.21,JOG
-2.16,-0.71,2.16,-0.13,-0.6,-0.2,JOG
-7.34,7.88,1.97,1.14,-0.64,-1.36,JOG
-20.58,12.79,-2.97,1.25,-1.71,-1.3,JOG
-15.11,12.11,-2.57,2.03,-1.03,-1.29,JOG
-4.89,9.15,-4.82,1.72,0.36,-0.18,JOG
-0.73,5.76,-3.85,0.82,-0.46,0.07,JOG
-0.68,4.15,-4.66,-0.03,0.6,0.81,JOG
-2.56,6.45,-5.46,-0.93,1.03,1.44,JOG
-10.45,14.73,-9.52,-1.64,1.41,1.05,JOG
-15.71,12.42,-7.7,-2.23,-0.04,1.54,JOG
-8.96,6.31,-0.85,-1.05,1.18,0.42,JOG
-3.62,0.15,-0.49,-0.2,1.43,-0.45,JOG
-3.77,-2.86,-0.25,-0.21,0.13,-0.38,JOG
-2.09,-3.08,1.04,-0.41,-0.3,-0.11,JOG
-4.4,0.62,0.52,0.05,-1.15,-0.61,JOG
-12.77,10.19,-2.25,0.62,-2.32,-1.97,JOG
-14.35,14.42,-1.12,0.71,-1.24,-1.54,JOG
-12.97,11.82,-3.56,1.88,-0.59,-1.44,JOG
-2.95,9.21,-4.23,0.98,0.66,-0.32,JOG
-1.82,5.63,-3.83,0.22,-0.06,0.2,JOG
-1.43,5.15,-3.09,-0.69,1.13,0.98,JOG
-3.4,9.29,-5.15,-1.08,2.15,1.51,JOG
-14.91,15.12,-9.36,-2.04,-0.42,1.32,JOG
-14.35,9.36,-2.89,-2.3,0.28,0.87,JOG
-6.36,3.06,-0.18,-0.66,0.92,0.14,JOG
-3.71,-1.24,0.4,0.1,0.86,-0.56,JOG
-3.69,-3.14,-0.37,0.01,0.06,0.04,JOG
-2.14,-1.54,1.65,0.02,-0.62,-0.03,JOG
-6.92,6.3,1.43,0.88,-0.72,-1.25,JOG
-15.06,12.74,-4.3,1.41,-1.52,-1.36,JOG
-15.57,13.06,-3.91,1.57,-2.06,-1.89,JOG
-7.36,10.56,-4.15,1.05,0.31,-0.28,JOG
-1.14,6.26,-2.57,0.74,-0.01,0.24,JOG
-1.44,6.94,-5.09,-0.08,0.67,1.01,JOG
-5.56,7.91,-6.2,-1.26,0.96,2.44,JOG
-9.79,12.8,-7.89,-1.87,1.26,2.63,JOG
-11.43,11.2,-2.89,-2.58,-0.17,1.29,JOG
-4.59,5.08,1.5,-0.21,1.58,-0.15,JOG
-2.05,-1.07,-1.78,0.39,1.88,-0.99,JOG
-4.58,-2.69,-1.23,-0.4,-0.02,-0.92,JOG
-3.73,-1.36,2.23,-0.51,-0.59,-0.55,JOG
-4.89,4.59,2.05,0.86,0.1,-1,JOG
-19.26,12.2,-4.1,0.72,-3.41,-1.91,JOG
-5.57,5.59,3.34,0.82,2.03,-0.59,JOG
-10.85,5.7,0.35,0.71,1.31,-0.49,JOG
-9.27,6,-0.48,-0.04,1.95,-0.22,JOG
-12.7,6.34,-0.6,-0.45,1.08,0.79,JOG
-12.6,7.83,-1.36,-0.72,1.59,1.04,JOG
-17.09,8.34,-0.6,-0.39,1.89,1.29,JOG
-13.92,5.47,-2.65,-0.71,1.43,1.76,JOG
-5.42,2.48,-0.29,-1.37,1.3,1.07,JOG
-3.35,-0.79,1.63,-0.96,0.79,-0.32,JOG
-3.11,-3.35,3.02,-0.23,0.28,-0.16,JOG
-0.67,-3.52,1.56,0.42,0.34,-0.51,JOG
-5.45,-0.89,0.5,0.67,-0.2,-0.76,JOG
-14.08,5.72,-0.94,1.33,-0.81,-1.89,JOG
-18.58,8.25,-3.52,1.14,-1.23,-1.59,JOG
-14.25,8.64,-4.88,1.26,-0.09,-1.39,JOG
-5.58,8.69,-5.78,0.42,0.1,-0.49,JOG
-3.62,7.12,-3.45,0.16,0.2,0.05,JOG
-4.12,6,-4.12,-0.68,1.24,1.34,JOG
-8.63,6,-5.7,-1.31,1.34,2.19,JOG
-17.47,9.42,-9.16,-1.51,1.42,2.4,JOG
-15.52,5.43,-3.46,-2.17,-0.04,1.88,JOG
-5.9,2.27,-0.23,-0.22,2.02,0.61,JOG
-3.45,-1.84,-1.01,0.35,1.15,-0.65,JOG
-4.91,-4.24,-0.79,-0.15,0.04,-0.35,JOG
-0.06,-3.21,1.94,-0.31,-0.78,0.08,JOG
-8.25,1.68,-0.52,0.79,-0.68,-0.76,JOG
-21.14,8.24,-6.53,1.62,-1.48,-1.45,JOG
-14.1,10.31,-5.26,1.4,-1.09,-1.02,JOG
-8.91,9.03,-6.48,1.18,-0.16,-0.79,JOG
-1.96,7.41,-3.97,0.89,-0.26,-0.35,JOG
-1.98,4.93,-6.65,-0.31,1.12,0.4,JOG
-2.55,5.49,-4.51,-1.34,0.32,1.16,JOG
-8.91,12.03,-6.81,-1.16,2.05,1.01,JOG
-17.65,7.76,-12.28,-2.02,0.95,1.4,JOG
-10.51,4.15,-3.68,-1.74,-0.2,0.83,JOG
-4.29,0,-0.23,-0.53,1.36,-0.27,JOG
-3.62,-3.72,-0.46,-0.04,-0.01,-0.44,JOG
-1.89,-4.09,0.73,-0.2,0.05,0.14,JOG
-3.91,-1.97,0.58,0.06,-1.03,-0.51,JOG
-11.49,6.34,-2.2,1.27,-1.75,-1.44,JOG
-18.68,10.1,-6.53,1.46,-0.95,-1.47,JOG
-14.34,9.11,-7.06,2.1,-0.71,-1.25,JOG
-3.73,8.96,-6.42,1.12,0.22,-0.48,JOG
-0.83,5.54,-4.92,0.3,-0.36,-0.03,JOG
-0.29,4.57,-3.91,-0.6,0.88,0.49,JOG
-4.49,5.68,-6.18,-1.51,0.97,0.89,JOG
-12.92,13.79,-9.15,-1.31,0.16,0.83,JOG
-19.17,7.64,-11.33,-2.02,1.2,1.17,JOG
-8.69,2.98,-2.83,-1.4,0.32,0.27,JOG
-3.79,-0.79,0.07,-0.46,0.97,-0.67,JOG
-5.18,-4.12,-1.53,-0.16,0.32,-0.61,JOG
-1.79,-3.72,0.92,-0.67,-0.28,0.16,JOG
-5.31,-1.52,0.96,-0.15,-1.02,-0.37,JOG
-15.96,5.54,-2.96,1.57,-2.12,-1.71,JOG
-18.75,9.82,-7.01,1.39,-0.31,-1.22,JOG
-14.08,9.56,-5.94,1.05,-1.46,-0.95,JOG
-3.9,9.57,-2.45,1.28,0.38,-0.46,JOG
-1.4,5.38,-6.26,1.23,0.61,0.15,JOG
0.24,5.49,-5.48,-0.85,0.34,1.02,JOG
-6.25,6.88,-7.15,-1.62,0.95,1.44,JOG
-14.34,12.5,-10.37,-1.51,-0.17,1.19,JOG
-18.9,6.19,-8.66,-2.37,1.26,1.04,JOG
-7.18,1.76,-2.42,-1.51,0.91,0.21,JOG
-2.96,-1.53,1.04,-0.77,0.9,-0.45,JOG
-3.55,-4.51,0.04,-0.15,0.37,-0.21,JOG
-0.23,-3.41,2.39,-0.03,-0.49,-0.04,JOG
-6,1.94,1.63,0.9,-0.55,-1,JOG
-21.9,8.2,-7.91,2.18,-1.71,-1.46,JOG
-17.46,9.94,-6.33,1.77,-1.22,-1.27,JOG
-7.98,8.97,-6.12,1.3,0.17,-0.39,JOG
-1.67,6.46,-4.64,0.89,-0.11,-0.24,JOG
0.05,5.05,-5.44,-0.23,0.95,0.36,JOG
-2.08,5.46,-4.54,-1.13,0.59,0.62,JOG
-7.11,10.9,-5.94,-1.54,2.39,0.91,JOG
-20.89,9.16,-16.4,-1.97,-0.78,0.95,JOG
-14.03,6.2,-4.13,-2,-0.27,1.22,JOG
-6.83,0.9,-3.09,-0.81,1.26,0.55,JOG
-2.52,-3.04,-0.15,-0.51,0.43,0.27,JOG
-1.67,-5.16,1.03,-0.58,-0.13,0.36,JOG
0.95,-3.97,2.23,0.21,-0.6,-0.08,JOG
-9.59,5.02,0.45,1.17,-1.91,-1.74,JOG
-18.94,9.21,-6.75,2.12,-0.55,-1.69,JOG
-15.62,10.24,-7.31,1.73,-1.29,-1.37,JOG
-4.3,9.76,-3.58,1.15,-0.35,-0.68,JOG
-1.3,5.36,-4.29,1.25,-0.29,-0.47,JOG
0.03,4.46,-5.5,-0.26,0.66,0.38,JOG
-3.4,6.46,-6.67,-1.46,0.82,0.76,JOG
-14.75,14.79,-9.3,-1.18,-0.18,0.62,JOG
-21.8,7.54,-11.46,-2.48,1.49,1.34,JOG
-8.32,2.7,-3.17,-1.98,0.45,0.76,JOG
-2.96,-1.26,1.27,-1.21,0.69,-0.08,JOG
-3.92,-4.12,0.63,-0.28,-0.04,-0.17,JOG
-0.72,-4.7,1.5,-0.03,0.22,0.21,JOG
-4.24,-0.85,1.36,0.35,-0.68,-0.64,JOG
-20.54,5.49,-4.61,2.64,-1.5,-2.19,JOG
-18.9,9.08,-7.51,1.57,-0.92,-1.4,JOG
-13.14,8.74,-4.6,1.17,-0.82,-0.74,JOG
-2.06,7.7,-3.62,1.27,-0.04,-0.45,JOG
-1.44,4.62,-6.07,0.35,0.45,0.26,JOG
1.38,4.8,-4.72,-0.99,0.54,0.82,JOG
-4.45,10.44,-6.64,-1.84,1.47,0.9,JOG
-23.38,10.69,-13.22,-1.76,-0.55,0.87,JOG
-16.12,5.74,-5.38,-2.25,0.8,1.3,JOG
0.2,-2.61,1.32,0.01,-0.08,-0.48,JOG
-5.52,-0.23,2.35,0.63,-0.4,-0.61,JOG
-19.55,3.03,-1.03,1.52,-0.56,-1.8,JOG
-21.55,6.15,-2.72,1.03,-1.6,-1.45,JOG
-18.07,6.79,-5.2,1.26,-0.16,-1.22,JOG
-5.78,7.53,-6.79,0.24,0.06,-0.25,JOG
-4.26,5.44,-4.77,-0.01,-0.01,0.44,JOG
-2.3,4.66,-4.15,-0.8,1.75,1.19,JOG
-6.47,4.78,-5.97,-1.57,1.83,2.01,JOG
-19.67,9.58,-8.16,-1.79,1.25,2.47,JOG
-21.79,6.46,-8.22,-2.61,1.21,2.62,JOG
-12.45,2.65,-2.85,-2.32,0.51,2.34,JOG
-1.52,-1.72,1.33,-1.09,1.32,0.64,JOG
-1.03,-5.24,2.08,-0.19,0.33,-0.28,JOG
0.69,-5.98,2.11,0.02,0.32,-0.29,JOG
-1.32,-2.2,2.43,0.44,-0.87,-0.96,JOG
-16.69,5.83,-0.84,1.71,-1.52,-2.26,JOG
-16.98,11.22,-5.13,1.76,-0.8,-1.97,JOG
-20.26,10.47,-6.46,1.92,-1.38,-1.53,JOG
-5.6,9.09,-6.32,1.13,0.82,-0.45,JOG
-1.51,5.71,-5.43,0.31,-0.11,0.21,JOG
0.5,4.63,-3.63,-0.89,0.98,0.9,JOG
-3.87,6.02,-6.18,-1.63,1.34,1.38,JOG
-19.05,14.05,-9.89,-1.21,0.77,1.23,JOG
-21.14,8.01,-10.92,-2.84,0.68,1.96,JOG
-8.75,2.84,-2.05,-2.21,0.27,1.61,JOG
-1.3,-1.56,2.7,-0.58,0.78,-0.03,JOG
-2.14,-5.74,1,0.29,0.45,-0.38,JOG
1.15,-4.77,2.44,0.3,-0.24,-0.39,JOG
-5.66,0.36,0.76,0.75,-1.25,-1.16,JOG
-19.59,10.11,-5.07,1.79,-1.68,-1.95,JOG
-17.86,13.9,-5.97,1.5,-1.35,-1.66,JOG
-13.53,10.45,-6.38,1.36,-0.93,-0.73,JOG
-2.46,8.11,-4.5,1.16,0.33,-0.51,JOG
-1.23,3.78,-6.02,0.45,0.37,0.13,JOG
0.05,4.89,-4.14,-0.86,1.12,0.68,JOG
-5.02,8.02,-6.95,-1.76,1.52,1.41,JOG
-19.63,13.71,-12.14,-1.36,-0.06,1.1,JOG
-15.72,7.58,-6.72,-2.52,1,1.5,JOG
-5.66,2.14,-1.18,-1.4,0.76,0.38,JOG
-2.13,-2.01,2.33,-0.14,0.77,-0.67,JOG
-3.2,-4.62,-0.62,0.19,0.22,-0.58,JOG
-1.7,-3.53,1.53,0.05,-0.94,-0.29,JOG
-7.06,2.57,1.2,1.08,-0.67,-1.27,JOG
-22.69,9.21,-7.61,1.65,-1.59,-1.53,JOG
-17.94,11.11,-6.75,1.77,-1.18,-1.52,JOG
-7.95,9.56,-5.07,1.09,-0.09,-0.59,JOG
-1.7,6.96,-4.12,0.83,-0.35,-0.2,JOG
-1.1,4.67,-5.76,-0.16,0.6,0.54,JOG
-3.22,5.62,-6.5,-1.13,0.77,1.32,JOG
-9.39,13.54,-8.09,-1.79,1.73,1.17,JOG
-21.23,9.13,-11.59,-2.34,-0.13,1.96,JOG
-11.15,4.16,-2,-1.8,0.92,1.16,JOG
-3.31,-0.56,0.4,-0.8,1.35,-0.01,JOG
-2.3,-3.81,0.92,0.03,0.19,-0.17,JOG
-1.13,-4.55,1.48,-0.06,-0.34,-0.09,JOG
-3.24,-1.02,1.64,0.53,-1,-0.84,JOG
-17.41,7.22,-3.89,2.05,-1.97,-2.08,JOG
-18.46,11.96,-3.94,1.67,-1.43,-2.13,JOG
-13.35,9.68,-7.61,2.1,0.24,-1.37,JOG
-2.94,8.94,-6.4,0.88,-0.26,-0.51,JOG
-2.23,5.11,-5.27,-0.1,-0.25,0.41,JOG
0.04,5.06,-4.15,-0.84,1.51,1.03,JOG
-4.06,9.1,-8.39,-1.98,1.73,1.32,JOG
-22.06,11.9,-11.91,-2.02,-1.19,1.23,JOG
-16.01,6.43,-4.93,-2.15,1.53,1.04,JOG
-4.01,0.54,-0.43,-1.38,1.35,0.14,JOG
-3.52,-3.05,1.39,-0.43,0.12,-0.4,JOG
-3.55,-4.92,0.65,-0.14,-0.02,0.06,JOG
-2.41,-2.66,2.15,0.42,-0.69,-0.17,JOG
-13.34,5.32,-0.76,1.96,-1.83,-1.74,JOG
-17.71,10.72,-5.71,2.06,-1.04,-1.58,JOG
-17.48,9.82,-7.71,2.05,-1.22,-1.22,JOG
-4,8.77,-5.44,1.18,0.44,-0.07,JOG
-0.74,4.81,-4.98,0.31,-0.54,0.53,JOG
1.79,3.95,-3.63,-0.58,1.07,1.15,JOG
-0.36,6.72,-7.82,-1.23,1.83,1.32,JOG
-11.3,15.08,-8.77,-1.04,1.28,0.13,JOG
-20.5,6.62,-10.8,-2.71,0.23,0.44,JOG
-6.69,2.48,-2.37,-1.22,1.32,-0.07,JOG
-4.96,-1.06,-0.33,-0.97,0.66,-0.63,JOG
-4,-3.54,0.53,-0.44,-0.15,-0.04,JOG
-2.26,-3.48,1.76,-0.38,-0.32,0.28,JOG
-6.41,1.97,0.56,0.61,-1.39,-0.42,JOG
-18.41,8.24,-4.81,1.97,-1.42,-1.4,JOG
-18.81,10.07,-6,2.13,-1.25,-1.76,JOG
-9.76,9.27,-7.69,1.4,0.61,-0.56,JOG
-1.44,8.01,-4.83,0.61,-0.29,-0.15,JOG
-0.5,5.13,-4.97,-0.54,0.57,0.66,JOG
-1.04,5.3,-4.97,-1.05,1.06,1.2,JOG
-3.25,10.54,-8.83,-2.18,3.98,0.87,JOG
-16.54,10.96,-13.68,-2.36,-0.78,0.77,JOG
-12.46,5.45,-3.1,-2.55,0.87,0.47,JOG
-5.59,-0.04,-1.18,-0.62,1.35,-0.3,JOG
-3.59,-2.66,0.75,-0.03,0.9,-0.43,JOG
-3.03,-3.98,0.14,0.15,-0.52,-0.01,JOG
-5.4,-0.52,0.32,0.46,-1.48,-0.27,JOG
-14.06,7.47,-3.63,1.18,-2.77,-1.13,JOG
-13.81,11.76,-3.06,1.83,-1.73,-1.31,JOG
-16.81,7.91,-9.5,2.74,-1.14,-1.13,JOG
-3.34,8.66,-5.43,0.77,0.25,0.13,JOG
-0.27,5.16,-4.81,0.47,-0.42,0.35,JOG
0,4.64,-4.86,-0.54,1.16,1.01,JOG
-2.48,8.42,-8.4,-1.52,1.99,1.37,JOG
-14.46,13.26,-11.36,-1.71,0.27,0.79,JOG
-6.97,5.74,-5.15,0.13,1.09,-0.15,JOG
-7.21,5.51,-4.64,-0.75,1.22,0.99,JOG
-7.71,7.66,-5.78,-0.98,1.24,1.43,JOG
-18.00,7.86,-5.99,-1.99,0.98,1.62,JOG
-12.88,5.38,-4.09,-2.01,-0.04,1.45,JOG
-4.19,3.30,-0.15,-0.84,0.76,0.04,JOG
-5.12,-0.20,-0.41,-0.31,0.67,-1.35,JOG
-3.17,-1.65,0.72,0.04,-0.48,-0.57,JOG
-2.26,-1.89,1.54,0.08,-0.70,-0.24,JOG
-6.66,0.61,0.29,0.50,-1.22,-0.16,JOG
-14.70,7.62,1.24,0.94,-2.24,-1.50,JOG
-21.53,9.68,-0.47,1.43,-1.15,-1.97,JOG
-14.63,8.65,-4.92,1.41,0.15,-1.09,JOG
-2.51,7.98,-5.46,0.37,-0.21,-0.37,JOG
-4.04,5.71,-5.35,-0.31,0.54,0.45,JOG
-2.76,5.42,-5.21,-0.93,1.63,1.47,JOG
-5.30,8.84,-5.68,-1.56,1.86,1.98,JOG
-25.94,9.92,-8.11,-2.44,0.70,2.13,JOG
-14.44,4.62,-0.71,-2.39,0.13,2.05,JOG
-4.46,-0.57,0.67,-0.55,1.18,0.48,JOG
-1.96,-3.75,1.82,-0.14,0.69,-0.04,JOG
0.57,-4.67,1.02,0.10,-0.15,-0.02,JOG
-2.61,-1.95,2.16,0.32,-1.34,-0.60,JOG
-14.96,6.85,1.34,1.09,-1.31,-2.46,JOG
-19.13,11.95,-2.16,1.48,-1.83,-2.20,JOG
-14.81,10.82,-4.61,1.98,-0.18,-1.77,JOG
-4.53,7.96,-7.29,1.19,0.23,-0.79,JOG
-1.43,5.33,-6.68,-0.31,0.03,0.16,JOG
-0.85,5.20,-3.97,-1.26,0.78,0.98,JOG
-5.25,7.34,-4.34,-1.71,1.91,1.48,JOG
-24.83,12.55,-12.10,-2.08,0.86,1.53,JOG
-17.93,7.07,-2.12,-2.47,-0.08,2.08,JOG
-6.24,1.51,1.08,-0.36,1.53,0.56,JOG
-3.36,-3.35,0.04,-0.09,1.29,-0.22,JOG
-1.07,-5.50,1.20,-0.39,-0.49,0.36,JOG
0.21,-4.00,3.65,0.19,-1.21,-0.32,JOG
-8.65,2.96,-0.30,0.97,-1.36,-1.64,JOG
-18.43,11.03,-1.98,1.77,-2.10,-1.87,JOG
-17.88,11.14,-3.76,2.08,-1.07,-2.02,JOG
-7.20,9.42,-6.16,1.92,-0.01,-1.05,JOG
-2.68,5.94,-6.98,0.82,-0.06,-0.28,JOG
0.02,4.99,-4.96,-0.61,0.45,0.80,JOG
-3.12,5.52,-5.40,-1.19,1.05,1.09,JOG
-11.31,12.39,-7.24,-1.37,1.25,1.37,JOG
-23.11,8.89,-5.31,-3.20,-0.26,2.03,JOG
-6.89,4.05,0.96,-1.10,1.03,0.73,JOG
-5.78,-1.60,-0.70,-0.27,1.52,-0.67,JOG
-3.57,-3.88,0.38,-0.27,0.26,-0.14,JOG
-1.37,-3.50,2.84,-0.22,-0.70,0.03,JOG
-5.54,-0.03,1.00,0.80,-0.42,-0.69,JOG
-20.79,8.39,-2.19,0.99,-2.58,-1.51,JOG
-17.76,11.75,-1.09,1.58,-1.02,-1.79,JOG
-11.06,9.39,-5.01,1.95,-0.03,-1.16,JOG
-3.01,6.89,-5.24,0.82,-0.29,-0.49,JOG
-0.73,4.54,-5.46,-0.13,0.55,0.33,JOG
-2.01,4.72,-5.09,-1.02,1.15,0.91,JOG
-4.54,10.64,-5.76,-1.78,1.69,0.94,JOG
-28.15,10.53,-9.37,-2.48,-0.18,0.93,JOG
-10.45,4.80,0.41,-1.67,0.63,1.59,JOG
-5.56,0.39,-0.49,-0.32,1.62,-0.33,JOG
-2.52,-2.71,1.33,-0.06,0.89,-0.24,JOG
-1.78,-4.18,0.61,-0.05,-0.13,0.09,JOG
-4.02,-1.73,1.67,0.26,-0.84,-0.14,JOG
-15.87,5.74,-0.20,1.32,-1.65,-1.33,JOG
-17.27,10.50,-2.68,1.65,-1.89,-1.33,JOG
-16.05,8.92,-4.19,2.27,-0.38,-1.26,JOG
-3.47,7.17,-6.51,1.47,-0.10,-0.35,JOG
